COUNTRY,Country,SERIES,Series,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,52102.64226,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,52941.09537,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,52718.89005,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,52179.37023,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,52445.89863,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,52510.3157,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,52711.04885,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,53052.21668,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,53589.1886,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,53436.61223,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,53560.92351,,
AUT,Austria,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,53902.94904,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,51082.82873,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,51241.6298,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,52823.82568,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,53134.35824,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,52859.09084,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,52365.14076,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,52723.44908,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,52631.20829,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,52839.61369,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,53566.17875,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,53340.90949,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,53885.52822,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,54295.4178,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,54844.54793,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,55116.60195,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,54737.03878,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,54883.6518,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,54626.06533,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,55065.81147,,
BEL,Belgium,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,55590.13046,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,44177.81325,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,43996.98695,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,43630.12866,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,43646.42193,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,44603.9946,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,45888.28334,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,47301.95877,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,48572.59612,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,49450.13779,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,49892.58166,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,49996.23969,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,50529.90004,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,51189.03442,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,51716.62436,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,52325.34231,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,52693.64729,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,51562.73934,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,52219.39272,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,52831.4837,,
CAN,Canada,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,53198.17296,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,16836.35095,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,17682.55417,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,18752.99864,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,20169.95749,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,21163.65359,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,21800.63617,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,22670.72934,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,23354.16643,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,23365.30955,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,23312.13749,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,23908.77397,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,24072.4621,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,24059.61971,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,23805.67962,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,24304.04734,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,24969.52644,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,25819.17199,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,26888.62221,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,28360.36471,,
CZE,Czech Republic,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,29280.78997,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,45532.48395,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,45837.00049,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,46890.28766,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,48058.11301,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,49142.86407,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,49974.89925,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,50820.49342,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,51376.26095,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,52071.60866,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,53330.64216,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,53947.17601,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,53667.73839,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,53593.47665,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,53949.03887,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,54978.22209,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,55942.62512,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,56883.11049,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,56277.32497,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,56827.52767,,
DNK,Denmark,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,57149.59431,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,38361.2419,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,38562.91591,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,38770.89442,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,39507.72799,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,40810.96484,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,41696.93797,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,42571.79067,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,43147.98423,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,43515.32027,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,43891.25414,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,44506.63552,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,44528.22816,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,44573.84882,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,44137.71515,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,44138.34285,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,44616.268,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,44975.60703,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,44864.41587,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,45023.39388,,
FIN,Finland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,45697.55615,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,38278.4082,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,38522.02063,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,39561.52383,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,39882.248,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,40535.85036,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,41023.7023,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,41482.8196,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,41638.13414,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,41556.54708,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,42878.33702,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,43749.4888,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,43681.75725,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,43975.1502,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,44345.13709,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,44650.85801,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,45087.62571,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,45610.18378,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,46162.80625,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,46256.36191,,
FRA,France,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,46480.6154,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,45309.74183,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,45655.0802,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,45929.54614,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,46082.95538,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,46084.60734,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,46275.41241,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,46266.43387,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,46137.94189,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,46353.97246,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,46365.28439,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,46772.23369,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,47738.9826,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,48391.85704,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,48862.17112,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,49700.10674,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,50878.09477,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,51622.98488,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,52181.30995,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,52929.5536,,
DEU,Germany,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,53637.8016,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,28157.79523,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,28843.37287,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,31415.72274,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,32744.12257,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,33437.67974,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,33384.72875,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,33742.1686,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,33807.53137,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,33292.18671,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,34735.85367,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,32581.73598,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,30397.62383,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,28971.90463,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,27099.74068,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,27574.19248,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,27448.75013,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,27394.53173,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,27321.80061,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,27479.68523,,
GRC,Greece,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,27459.1259,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,16817.16172,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,18093.13824,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,18998.37123,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,20524.53608,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,21955.64623,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,22920.62069,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,23365.35329,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,23194.53728,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2008,2008,USD,US Dollar,0,Units,2019,2019,23520.10745,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2009,2009,USD,US Dollar,0,Units,2019,2019,22184.57007,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2010,2010,USD,US Dollar,0,Units,2019,2019,22367.04637,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2011,2011,USD,US Dollar,0,Units,2019,2019,22543.10831,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2012,2012,USD,US Dollar,0,Units,2019,2019,21663.53667,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2013,2013,USD,US Dollar,0,Units,2019,2019,21413.70357,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2014,2014,USD,US Dollar,0,Units,2019,2019,21148.00655,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2015,2015,USD,US Dollar,0,Units,2019,2019,21449.78557,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2016,2016,USD,US Dollar,0,Units,2019,2019,21810.41182,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2017,2017,USD,US Dollar,0,Units,2019,2019,23527.36545,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2018,2018,USD,US Dollar,0,Units,2019,2019,24702.95934,,
HUN,Hungary,USDPPP,In 2019 constant prices at 2019 USD PPPs,2019,2019,USD,US Dollar,0,Units,2019,2019,26223.19671,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2000,2000,USD,US Dollar,0,Units,2019,2019,37537.81189,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2001,2001,USD,US Dollar,0,Units,2019,2019,38790.96436,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2002,2002,USD,US Dollar,0,Units,2019,2019,38938.04184,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2003,2003,USD,US Dollar,0,Units,2019,2019,39944.87228,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2004,2004,USD,US Dollar,0,Units,2019,2019,41043.76393,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2005,2005,USD,US Dollar,0,Units,2019,2019,42759.8063,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2006,2006,USD,US Dollar,0,Units,2019,2019,43226.80148,,
IRL,Ireland,USDPPP,In 2019 constant prices at 2019 USD PPPs,2007,2007,USD,US Dollar,0,Units,2019,2019,44470.85968,,
