COUNTRY,Country,SERIES,Series,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australia,CPNCU,Current prices in NCU,2000,2000,AUD,Australian Dollar,0,Units,,,46286.11108,,
AUS,Australia,CPNCU,Current prices in NCU,2001,2001,AUD,Australian Dollar,0,Units,,,48366.62848,,
AUS,Australia,CPNCU,Current prices in NCU,2002,2002,AUD,Australian Dollar,0,Units,,,50109.13756,,
AUS,Australia,CPNCU,Current prices in NCU,2003,2003,AUD,Australian Dollar,0,Units,,,51867.99994,,
AUS,Australia,CPNCU,Current prices in NCU,2004,2004,AUD,Australian Dollar,0,Units,,,54283.66978,,
AUS,Australia,CPNCU,Current prices in NCU,2005,2005,AUD,Australian Dollar,0,Units,,,56174.40486,,
AUS,Australia,CPNCU,Current prices in NCU,2006,2006,AUD,Australian Dollar,0,Units,,,58577.02918,,
AUS,Australia,CPNCU,Current prices in NCU,2007,2007,AUD,Australian Dollar,0,Units,,,62067.95557,,
AUS,Australia,CPNCU,Current prices in NCU,2008,2008,AUD,Australian Dollar,0,Units,,,64554.53519,,
AUS,Australia,CPNCU,Current prices in NCU,2009,2009,AUD,Australian Dollar,0,Units,,,65621.76471,,
AUS,Australia,CPNCU,Current prices in NCU,2010,2010,AUD,Australian Dollar,0,Units,,,69386.49673,,
AUS,Australia,CPNCU,Current prices in NCU,2011,2011,AUD,Australian Dollar,0,Units,,,73301.50676,,
AUS,Australia,CPNCU,Current prices in NCU,2012,2012,AUD,Australian Dollar,0,Units,,,75509.6805,,
AUS,Australia,CPNCU,Current prices in NCU,2013,2013,AUD,Australian Dollar,0,Units,,,76975.38462,,
AUS,Australia,CPNCU,Current prices in NCU,2014,2014,AUD,Australian Dollar,0,Units,,,79083.95636,,
AUS,Australia,CPNCU,Current prices in NCU,2015,2015,AUD,Australian Dollar,0,Units,,,79613.79924,,
AUS,Australia,CPNCU,Current prices in NCU,2016,2016,AUD,Australian Dollar,0,Units,,,80403.35326,,
AUS,Australia,CPNCU,Current prices in NCU,2017,2017,AUD,Australian Dollar,0,Units,,,80739.62663,,
AUS,Australia,CPNCU,Current prices in NCU,2018,2018,AUD,Australian Dollar,0,Units,,,81782.42163,,
AUS,Australia,CPNCU,Current prices in NCU,2019,2019,AUD,Australian Dollar,0,Units,,,83602.47835,,
AUT,Austria,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,27945.33949,,
AUT,Austria,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,28524.50576,,
AUT,Austria,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,29264.46251,,
AUT,Austria,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,29797.40872,,
AUT,Austria,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,30888.54617,,
AUT,Austria,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,31802.71972,,
AUT,Austria,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,32931.84287,,
AUT,Austria,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,33913.04035,,
AUT,Austria,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,35238.94277,,
AUT,Austria,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,35976.16538,,
AUT,Austria,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,36433.3844,,
AUT,Austria,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,37174.47401,,
AUT,Austria,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,38271.50092,,
AUT,Austria,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,39128.6236,,
AUT,Austria,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,40070.1816,,
AUT,Austria,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,40933.70674,,
AUT,Austria,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,41928.2731,,
AUT,Austria,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,42636.12762,,
AUT,Austria,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,43634.33736,,
AUT,Austria,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,44688.83284,,
BEL,Belgium,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,31029.87426,,
BEL,Belgium,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,31849.43071,,
BEL,Belgium,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,33175.17551,,
BEL,Belgium,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,33868.74641,,
BEL,Belgium,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,34535.77696,,
BEL,Belgium,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,35190.45264,,
BEL,Belgium,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,36408.40021,,
BEL,Belgium,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,37319.36136,,
BEL,Belgium,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,38654.74292,,
BEL,Belgium,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,38865.5805,,
BEL,Belgium,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,39429.03578,,
BEL,Belgium,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,40967.80877,,
BEL,Belgium,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,42111.95565,,
BEL,Belgium,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,42990.5226,,
BEL,Belgium,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,43527.38742,,
BEL,Belgium,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,43598.62472,,
BEL,Belgium,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,44341.74487,,
BEL,Belgium,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,44995.13286,,
BEL,Belgium,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,46204.08918,,
BEL,Belgium,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,47244.38417,,
CAN,Canada,CPNCU,Current prices in NCU,2000,2000,CAD,Canadian Dollar,0,Units,,,43474.89313,,
CAN,Canada,CPNCU,Current prices in NCU,2001,2001,CAD,Canadian Dollar,0,Units,,,44199.03869,,
CAN,Canada,CPNCU,Current prices in NCU,2002,2002,CAD,Canadian Dollar,0,Units,,,44687.53064,,
CAN,Canada,CPNCU,Current prices in NCU,2003,2003,CAD,Canadian Dollar,0,Units,,,45464.01189,,
CAN,Canada,CPNCU,Current prices in NCU,2004,2004,CAD,Canadian Dollar,0,Units,,,47168.12873,,
CAN,Canada,CPNCU,Current prices in NCU,2005,2005,CAD,Canadian Dollar,0,Units,,,49323.00257,,
CAN,Canada,CPNCU,Current prices in NCU,2006,2006,CAD,Canadian Dollar,0,Units,,,51479.96508,,
CAN,Canada,CPNCU,Current prices in NCU,2007,2007,CAD,Canadian Dollar,0,Units,,,53676.78263,,
CAN,Canada,CPNCU,Current prices in NCU,2008,2008,CAD,Canadian Dollar,0,Units,,,55456.69883,,
CAN,Canada,CPNCU,Current prices in NCU,2009,2009,CAD,Canadian Dollar,0,Units,,,56040.96366,,
CAN,Canada,CPNCU,Current prices in NCU,2010,2010,CAD,Canadian Dollar,0,Units,,,56920.76232,,
CAN,Canada,CPNCU,Current prices in NCU,2011,2011,CAD,Canadian Dollar,0,Units,,,58745.18538,,
CAN,Canada,CPNCU,Current prices in NCU,2012,2012,CAD,Canadian Dollar,0,Units,,,60283.69362,,
CAN,Canada,CPNCU,Current prices in NCU,2013,2013,CAD,Canadian Dollar,0,Units,,,61715.51528,,
CAN,Canada,CPNCU,Current prices in NCU,2014,2014,CAD,Canadian Dollar,0,Units,,,63642.7562,,
CAN,Canada,CPNCU,Current prices in NCU,2015,2015,CAD,Canadian Dollar,0,Units,,,64740.27176,,
CAN,Canada,CPNCU,Current prices in NCU,2016,2016,CAD,Canadian Dollar,0,Units,,,63953.20938,,
CAN,Canada,CPNCU,Current prices in NCU,2017,2017,CAD,Canadian Dollar,0,Units,,,65546.05872,,
CAN,Canada,CPNCU,Current prices in NCU,2018,2018,CAD,Canadian Dollar,0,Units,,,67462.98587,,
CAN,Canada,CPNCU,Current prices in NCU,2019,2019,CAD,Canadian Dollar,0,Units,,,69174.86105,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2000,2000,CZK,Czech Koruna,0,Units,,,168682.7796,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2001,2001,CZK,Czech Koruna,0,Units,,,183378.9068,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2002,2002,CZK,Czech Koruna,0,Units,,,197166.2549,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2003,2003,CZK,Czech Koruna,0,Units,,,212259.8654,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2004,2004,CZK,Czech Koruna,0,Units,,,229588.6936,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2005,2005,CZK,Czech Koruna,0,Units,,,239061.1572,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2006,2006,CZK,Czech Koruna,0,Units,,,253033.9489,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2007,2007,CZK,Czech Koruna,0,Units,,,268189.69,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2008,2008,CZK,Czech Koruna,0,Units,,,281045.0375,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2009,2009,CZK,Czech Koruna,0,Units,,,282841.2159,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2010,2010,CZK,Czech Koruna,0,Units,,,291436.3395,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2011,2011,CZK,Czech Koruna,0,Units,,,298542.902,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2012,2012,CZK,Czech Koruna,0,Units,,,304941.3199,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2013,2013,CZK,Czech Koruna,0,Units,,,304278.0269,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2014,2014,CZK,Czech Koruna,0,Units,,,312493.4004,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2015,2015,CZK,Czech Koruna,0,Units,,,321338.2249,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2016,2016,CZK,Czech Koruna,0,Units,,,334087.8977,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2017,2017,CZK,Czech Koruna,0,Units,,,356164.5601,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2018,2018,CZK,Czech Koruna,0,Units,,,384224.7657,,
CZE,Czech Republic,CPNCU,Current prices in NCU,2019,2019,CZK,Czech Koruna,0,Units,,,408211.2524,,
DNK,Denmark,CPNCU,Current prices in NCU,2000,2000,DKK,Danish Krone,0,Units,,,267894.1381,,
DNK,Denmark,CPNCU,Current prices in NCU,2001,2001,DKK,Danish Krone,0,Units,,,276014.9818,,
DNK,Denmark,CPNCU,Current prices in NCU,2002,2002,DKK,Danish Krone,0,Units,,,287590.1157,,
DNK,Denmark,CPNCU,Current prices in NCU,2003,2003,DKK,Danish Krone,0,Units,,,298302.1545,,
DNK,Denmark,CPNCU,Current prices in NCU,2004,2004,DKK,Danish Krone,0,Units,,,308598.0826,,
DNK,Denmark,CPNCU,Current prices in NCU,2005,2005,DKK,Danish Krone,0,Units,,,319141.5521,,
DNK,Denmark,CPNCU,Current prices in NCU,2006,2006,DKK,Danish Krone,0,Units,,,331722.4723,,
DNK,Denmark,CPNCU,Current prices in NCU,2007,2007,DKK,Danish Krone,0,Units,,,341182.5699,,
DNK,Denmark,CPNCU,Current prices in NCU,2008,2008,DKK,Danish Krone,0,Units,,,355791.2091,,
DNK,Denmark,CPNCU,Current prices in NCU,2009,2009,DKK,Danish Krone,0,Units,,,369032.7412,,
DNK,Denmark,CPNCU,Current prices in NCU,2010,2010,DKK,Danish Krone,0,Units,,,382509.6132,,
DNK,Denmark,CPNCU,Current prices in NCU,2011,2011,DKK,Danish Krone,0,Units,,,389462.7238,,
DNK,Denmark,CPNCU,Current prices in NCU,2012,2012,DKK,Danish Krone,0,Units,,,398105.3761,,
DNK,Denmark,CPNCU,Current prices in NCU,2013,2013,DKK,Danish Krone,0,Units,,,403942.344,,
DNK,Denmark,CPNCU,Current prices in NCU,2014,2014,DKK,Danish Krone,0,Units,,,414156.2482,,
DNK,Denmark,CPNCU,Current prices in NCU,2015,2015,DKK,Danish Krone,0,Units,,,423072.7244,,
DNK,Denmark,CPNCU,Current prices in NCU,2016,2016,DKK,Danish Krone,0,Units,,,430734.7044,,
DNK,Denmark,CPNCU,Current prices in NCU,2017,2017,DKK,Danish Krone,0,Units,,,431474.0299,,
DNK,Denmark,CPNCU,Current prices in NCU,2018,2018,DKK,Danish Krone,0,Units,,,439376.0199,,
DNK,Denmark,CPNCU,Current prices in NCU,2019,2019,DKK,Danish Krone,0,Units,,,446396.6813,,
FIN,Finland,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,26597.21427,,
FIN,Finland,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,27458.66296,,
FIN,Finland,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,28058.47443,,
FIN,Finland,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,28876.42405,,
FIN,Finland,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,29913.65395,,
FIN,Finland,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,30888.53147,,
FIN,Finland,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,31974.3033,,
FIN,Finland,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,33031.7615,,
FIN,Finland,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,34447.91818,,
FIN,Finland,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,35400.82341,,
FIN,Finland,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,36412.66982,,
FIN,Finland,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,37637.11172,,
FIN,Finland,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,38738.21965,,
FIN,Finland,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,39292.71802,,
FIN,Finland,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,39795.51731,,
FIN,Finland,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,40297.04529,,
FIN,Finland,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,40726.86847,,
FIN,Finland,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,40918.01356,,
FIN,Finland,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,41490.19262,,
FIN,Finland,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,42617.54087,,
FRA,France,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,25609.21227,,
FRA,France,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,26280.03099,,
FRA,France,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,27217.37005,,
FRA,France,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,27906.35312,,
FRA,France,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,28968.4459,,
FRA,France,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,29853.5549,,
FRA,France,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,30842.04241,,
FRA,France,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,31613.06074,,
FRA,France,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,32420.18367,,
FRA,France,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,32956.70637,,
FRA,France,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,33993.00833,,
FRA,France,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,34562.37915,,
FRA,France,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,35290.40447,,
FRA,France,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,35834.60215,,
FRA,France,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,36123.78721,,
FRA,France,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,36580.13467,,
FRA,France,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,37091.05704,,
FRA,France,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,37860.42994,,
FRA,France,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,38476.80684,,
FRA,France,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,39099.26127,,
DEU,Germany,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,28022.65901,,
DEU,Germany,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,28825.62912,,
DEU,Germany,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,29372.6467,,
DEU,Germany,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,29907.14205,,
DEU,Germany,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,30230.54316,,
DEU,Germany,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,30683.61689,,
DEU,Germany,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,31074.98868,,
DEU,Germany,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,31567.64507,,
DEU,Germany,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,32337.22692,,
DEU,Germany,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,32366.02395,,
DEU,Germany,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,33190.70137,,
DEU,Germany,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,34475.84487,,
DEU,Germany,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,35429.39163,,
DEU,Germany,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,36271.95352,,
DEU,Germany,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,37227.29816,,
DEU,Germany,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,38309.29702,,
DEU,Germany,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,39137.05465,,
DEU,Germany,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,40150.99608,,
DEU,Germany,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,41320.84946,,
DEU,Germany,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,42421.27908,,
GRC,Greece,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,13861.60486,,
GRC,Greece,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,14614.70317,,
GRC,Greece,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,16240.85323,,
GRC,Greece,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,17361.51108,,
GRC,Greece,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,18322.6612,,
GRC,Greece,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,18830.55048,,
GRC,Greece,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,19645.92578,,
GRC,Greece,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,20409.77143,,
GRC,Greece,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,20960.16403,,
GRC,Greece,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,22082.06562,,
GRC,Greece,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,21459.38558,,
GRC,Greece,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,20481.46567,,
GRC,Greece,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,19608.05241,,
GRC,Greece,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,18011.41828,,
GRC,Greece,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,17846.1594,,
GRC,Greece,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,17476.90045,,
GRC,Greece,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,17315.8411,,
GRC,Greece,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,17355.43223,,
GRC,Greece,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,17512.42114,,
GRC,Greece,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,17589.46482,,
HUN,Hungary,CPNCU,Current prices in NCU,2000,2000,HUF,Forint,0,Units,,,1224176.456,,
HUN,Hungary,CPNCU,Current prices in NCU,2001,2001,HUF,Forint,0,Units,,,1443842.519,,
HUN,Hungary,CPNCU,Current prices in NCU,2002,2002,HUF,Forint,0,Units,,,1608899.555,,
HUN,Hungary,CPNCU,Current prices in NCU,2003,2003,HUF,Forint,0,Units,,,1815588.53,,
HUN,Hungary,CPNCU,Current prices in NCU,2004,2004,HUF,Forint,0,Units,,,2048729.147,,
HUN,Hungary,CPNCU,Current prices in NCU,2005,2005,HUF,Forint,0,Units,,,2216516.059,,
HUN,Hungary,CPNCU,Current prices in NCU,2006,2006,HUF,Forint,0,Units,,,2333791.9,,
HUN,Hungary,CPNCU,Current prices in NCU,2007,2007,HUF,Forint,0,Units,,,2471259.887,,
HUN,Hungary,CPNCU,Current prices in NCU,2008,2008,HUF,Forint,0,Units,,,2650703.882,,
HUN,Hungary,CPNCU,Current prices in NCU,2009,2009,HUF,Forint,0,Units,,,2606251.641,,
HUN,Hungary,CPNCU,Current prices in NCU,2010,2010,HUF,Forint,0,Units,,,2728519.024,,
HUN,Hungary,CPNCU,Current prices in NCU,2011,2011,HUF,Forint,0,Units,,,2857134.854,,
HUN,Hungary,CPNCU,Current prices in NCU,2012,2012,HUF,Forint,0,Units,,,2918580.209,,
HUN,Hungary,CPNCU,Current prices in NCU,2013,2013,HUF,Forint,0,Units,,,2942957.866,,
HUN,Hungary,CPNCU,Current prices in NCU,2014,2014,HUF,Forint,0,Units,,,2938030.97,,
HUN,Hungary,CPNCU,Current prices in NCU,2015,2015,HUF,Forint,0,Units,,,2976499.835,,
HUN,Hungary,CPNCU,Current prices in NCU,2016,2016,HUF,Forint,0,Units,,,3033606.085,,
HUN,Hungary,CPNCU,Current prices in NCU,2017,2017,HUF,Forint,0,Units,,,3361029.727,,
HUN,Hungary,CPNCU,Current prices in NCU,2018,2018,HUF,Forint,0,Units,,,3637736.086,,
HUN,Hungary,CPNCU,Current prices in NCU,2019,2019,HUF,Forint,0,Units,,,3990645.027,,
IRL,Ireland,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,28833.56047,,
IRL,Ireland,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,30996.07309,,
IRL,Ireland,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,32716.81673,,
IRL,Ireland,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,34895.04664,,
IRL,Ireland,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,36625.57434,,
IRL,Ireland,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,38612.2007,,
IRL,Ireland,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,40015.06154,,
IRL,Ireland,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,42429.8534,,
IRL,Ireland,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,44606.92325,,
IRL,Ireland,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,44656.58888,,
IRL,Ireland,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,44187.31133,,
IRL,Ireland,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,44593.55558,,
IRL,Ireland,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,44834.16355,,
IRL,Ireland,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,44172.1584,,
IRL,Ireland,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,44243.88085,,
IRL,Ireland,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,45259.16697,,
IRL,Ireland,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,46075.84882,,
IRL,Ireland,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,46966.48429,,
IRL,Ireland,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,47892.13921,,
IRL,Ireland,CPNCU,Current prices in NCU,2019,2019,EUR,Euro,0,Units,,,49605.02001,,
ITA,Italy,CPNCU,Current prices in NCU,2000,2000,EUR,Euro,0,Units,,,21258.62474,,
ITA,Italy,CPNCU,Current prices in NCU,2001,2001,EUR,Euro,0,Units,,,21953.43623,,
ITA,Italy,CPNCU,Current prices in NCU,2002,2002,EUR,Euro,0,Units,,,22438.72903,,
ITA,Italy,CPNCU,Current prices in NCU,2003,2003,EUR,Euro,0,Units,,,23062.122,,
ITA,Italy,CPNCU,Current prices in NCU,2004,2004,EUR,Euro,0,Units,,,24079.16479,,
ITA,Italy,CPNCU,Current prices in NCU,2005,2005,EUR,Euro,0,Units,,,24889.36083,,
ITA,Italy,CPNCU,Current prices in NCU,2006,2006,EUR,Euro,0,Units,,,25717.96598,,
ITA,Italy,CPNCU,Current prices in NCU,2007,2007,EUR,Euro,0,Units,,,26282.86027,,
ITA,Italy,CPNCU,Current prices in NCU,2008,2008,EUR,Euro,0,Units,,,27093.77306,,
ITA,Italy,CPNCU,Current prices in NCU,2009,2009,EUR,Euro,0,Units,,,27144.16549,,
ITA,Italy,CPNCU,Current prices in NCU,2010,2010,EUR,Euro,0,Units,,,27809.32513,,
ITA,Italy,CPNCU,Current prices in NCU,2011,2011,EUR,Euro,0,Units,,,28162.99865,,
ITA,Italy,CPNCU,Current prices in NCU,2012,2012,EUR,Euro,0,Units,,,27989.83249,,
ITA,Italy,CPNCU,Current prices in NCU,2013,2013,EUR,Euro,0,Units,,,28390.31468,,
ITA,Italy,CPNCU,Current prices in NCU,2014,2014,EUR,Euro,0,Units,,,28570.4993,,
ITA,Italy,CPNCU,Current prices in NCU,2015,2015,EUR,Euro,0,Units,,,28866.21108,,
ITA,Italy,CPNCU,Current prices in NCU,2016,2016,EUR,Euro,0,Units,,,29114.59518,,
ITA,Italy,CPNCU,Current prices in NCU,2017,2017,EUR,Euro,0,Units,,,29255.84151,,
ITA,Italy,CPNCU,Current prices in NCU,2018,2018,EUR,Euro,0,Units,,,29641.643,,
